record_id,redcap_repeat_instrument,redcap_repeat_instance,form_name,field_name,nlp_derived,field_type,field_label,field_note,text_validation_type_or_sh,identifier,extract_label,for_cbioportal,for_docs_site,for_test_portal,fill_value,reasons_for_missing_data,souce_from_idb_or_cdm,adapted_from_col,adapted_from_table,extract_name_id,palantir_dataset,palantir_unified_column,epic_table_name (note: entries in red were added by CDM team and need to be reviewed by an ontologist. orange values added by Epic consultant),epic_column_name (note: entries in red were added by CDM team and need to be reviewed by an ontologist),idb_table_name,idb_column_name,idb_col_description,notes,idb_data_element,epic_mapping_complete
8,metadata,17,Medications,APR_REFILLS,,STRING,Medication Refills Allowed,The number of refills allowed for this order,,,MSK42528930,,,,,,,,,Number of drug refills (MSK42528930),Cancer Drug Treatment,number_drug_refills_MSK42528930,TreatmentPlanMedicationOrderFact|MedicationOrderFact,MedicationOrderKey|RefillsWritten,IDB.ANTINEOPLASTIC_PT_RX,APR_REFILLS,The number of refills allowed for this order,,1,1
8,metadata,18,Medications,APR_INSTRUCTIONS,,STRING,Medication Instructions,The instructions to include with this order,,,MSK1092132,,,,,,,,,Medication instructions (MSK1092132),Cancer Drug Treatment,medication_instructions_MSK1092132,"ORD_MED_ADMININSTR
 TreatmentPlanMedicationOrderFact|MedicationOrderFact","MED_ADMIN_INSTR (not in Caboodle as of 1/29/25)
 MedicationOrderKey|Sig",IDB.ANTINEOPLASTIC_PT_RX,APR_INSTRUCTIONS,The instructions to include with this order,,1,1
8,metadata,19,Medications,APR_PERFORMED_ORDERS_QTY_TEXT,,STRING,Medication Total Quantity (Text),The total quantity for the Order in textual format,,,MSKL2140008061,,,,,,,,,Quantity of drug requested text (MSKL2140008061),Cancer Drug Treatment,quantity_drug_requested_text_MSKL2140008061,TreatmentPlanMedicationOrderFact|MedicationOrderFact,MedicationOrderKey|NumberOfDoses,IDB.ANTINEOPLASTIC_PT_RX,APR_PERFORMED_ORDERS_QTY_TEXT,The total quantity  for the Order,,1,1
8,metadata,20,Medications,APR_TOTAL_GIVEN_DOSE,,STRING,Medication Total Dose Administered,Total Dose Administered (where available),,,MSK4162374,,,,,,,,,Drug dose administered (MSK4162374),Cancer Drug Treatment,drug_dose_administered_MSK4162374,MedicationAdministrationFact,Dose,IDB.ANTINEOPLASTIC_PT_RX,APR_TOTAL_GIVEN_DOSE,Total Dose Administered (where available),,1,1
8,metadata,21,Medications,APR_PROVIDER_NO,,STRING,Medication Provider Number,Identification number of Provider associated with this order.,,y,,,,,,,,,,,,,TreatmentPlanMedicationOrderFact|MedicationOrderFact|ProviderDim,MedicationOrderKey|OrderedByProviderDurableKey|ProviderEpicId,IDB.ANTINEOPLASTIC_PT_RX,APR_PROVIDER_NO,Identification number of Provider associated with this order,,1,1
8,metadata,22,Medications,APR_LOCATION,,STRING,Medication Location Given,Outpatient order release location/inpatient last location. Pharmacy location for PHM and SMS prescriptions. Patient location for CPO orders and CP Prescriptions.,,,MSKL2140008093,,,,,,,,,Location of medication request (MSKL2140008093),Cancer Drug Treatment,location_medication_request_MSKL2140008093,TreatmentPlanMedicationOrderFact|MedicationOrderFact,MedicationOrderKey|PharmacyKey or DepartmentKey,IDB.ANTINEOPLASTIC_PT_RX,APR_LOCATION,Outpatient order release location/inpatient last location. Pharmacy location for PHM and SMS prescriptions. Patient location for CPO orders and CP Prescriptions,,1,1
8,metadata,23,Medications,APR_ORD_RX_STATUS,,STRING,Medication Order Status,Order status code,,,MSKL2140007404,,,,,,,,,Medication request status (MSKL2140007404),Cancer Drug Treatment,medication_request_status_MSKL2140007404,TreatmentPlanMedicationOrderFact|MedicationOrderFact,MedicationOrderKey|OrderStatus_X,IDB.ANTINEOPLASTIC_PT_RX,APR_ORD_RX_STATUS,Order status code,,1,1
8,metadata,24,Medications,APR_ORD_RX_TYPE,,STRING,Prescription Type,"Retail/IP/OP/HML order type based on time priority, inpatient/outpatient, session type and prescription type",,,MSKL2140008094,,,,,,,,,Source of medication information (MSKL2140008094),Cancer Drug Treatment,source_medication_information_MSKL2140008094,TreatmentPlanMedicationOrderFact|MedicationOrderFact,MedicationOrderKey|Mode,IDB.ANTINEOPLASTIC_PT_RX,APR_ORD_RX_TYPE,"Retail/IP/OP/HML order type based on time priority, inpatient/outpatient, session type and  prescription type",,1,1
8,metadata,25,Medications,APR_ORAL_FLAG,,STRING,Medication Flag Oral,Flag to identify Oral Route,,,MSKL2140008057,,,,,,,,,Oral indicator (MSKL2140008057),Cancer Drug Treatment,oral_indicator_MSKL2140008057,TreatmentPlanMedicationOrderFact|MedicationOrderFact,MedicationOrderKey|Route,IDB.ANTINEOPLASTIC_PT_RX,APR_ORAL_FLAG,Flag to identify Oral Route,,1,1
8,metadata,26,Medications,CDG_CHEMO_FLAG,,STRING,Medication Flag Chemo,Chemo drug Flag.,,,MSK4273629,,,,,,,,,Chemotherapy indicator (MSK4273629),Cancer Drug Treatment,chemotherapy_indicator_MSK4273629,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|IsInChemoMARGroup_X,IDB.CHEMO_DRUG_GENERIC,CDG_CHEMO_FLAG,Chemo drug Flag,,1,1
8,metadata,27,Medications,CDG_CLASSIC_CHEMO_FLAG,,STRING,"Medication Flag Chemo, Classical",Classical chemotherapy agent Flag.,,,MSKL2140008058,,,,,,,,,Classic chemotherapy indicator (MSKL2140008058),Cancer Drug Treatment,classic_chemotherapy_indicator_MSKL2140008058,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|PharmaceuticalSubclass,IDB.CHEMO_DRUG_GENERIC,CDG_CLASSIC_CHEMO_FLAG,Classical chemotherapy agent,,1,1
8,metadata,28,Medications,CDG_BIOLOGIC_IMMUNO_FLAG,,STRING,Medication Flag Biological/Immuno,Biologic or Immunotherapy Flag,,,MSK4029802,,,,,,,,,Biologic indicator (MSK4029802),Cancer Drug Treatment,biologic_indicator_MSK4029802,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|PharmaceuticalSubclass,IDB.CHEMO_DRUG_GENERIC,CDG_BIOLOGIC_IMMUNO_FLAG,Biologic or Immunotherapy Flag,,1,1
8,metadata,29,Medications,CDG_TARGETED_FLAG,,STRING,Medication Flag Targeted,Targeted Antineoplastic Therapy Flag,,,MSKL2140007304,,,,,,,,,Targeted indicator (MSKL2140007304),Cancer Drug Treatment,targeted_indicator_MSKL2140007304,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|PharmaceuticalSubclass,IDB.CHEMO_DRUG_GENERIC,CDG_TARGETED_FLAG,Targeted Antineoplastic Therapy Flag,,1,1
8,metadata,30,Medications,CDG_HORMONE_FLAG,,STRING,Medication Flag Hormone,Hormonal Therapy Flag,,,MSK42536040,,,,,,,,,Hormone indicator (MSK42536040),Cancer Drug Treatment,hormone_indicator_MSK42536040,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|PharmaceuticalSubclass,IDB.CHEMO_DRUG_GENERIC,CDG_HORMONE_FLAG,Hormonal Therapy Flag,,1,1
8,metadata,31,Medications,CDG_BONE_AGENTS_FLAG,,STRING,Medication Flag Bone Agent,Targeted delivery of antineoplastic agent to bone Flag,,,MSKL2140007305,,,,,,,,,Bone modifying indicator (MSKL2140007305),Cancer Drug Treatment,bone_modifying_indicator_MSKL2140007305,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|PharmaceuticalSubclass,IDB.CHEMO_DRUG_GENERIC,CDG_BONE_AGENTS_FLAG,Targeted delivery of antineoplastic agent to bone Flag,,1,1
8,metadata,32,Medications,CDG_THERAPEUTIC_CATEGORY,,STRING,Medication Theraputic Category,Therapeutic categories based on their pharmaceutical indications.,,,MSKL2140006806,,,,,,,,,"Therapeutic agent category, ATC (MSKL2140006806)",Cancer Drug Treatment,therapeutic_agent_category_ATC_MSKL2140006806,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|TherapeuticClass,IDB.CHEMO_DRUG_GENERIC,CDG_THERAPEUTIC_CATEGORY,Therapeutic categories based on their pharmaceutical indications,,1,1
8,metadata,33,Medications,CDG_IMMUNOTHERAPY_FLAG,,STRING,Medication Flag Immunotherapy,Immunotherapy flag,,,MSKL2140007306,,,,,,,,,Immunotherapy indicator (MSKL2140007306),Cancer Drug Treatment,immunotherapy_indicator_MSKL2140007306,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|PharmaceuticalSubclass,IDB.CHEMO_DRUG_GENERIC,CDG_IMMUNOTHERAPY_FLAG,Immuno therapy Flag,,1,1
8,metadata,34,Medications,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,MSK45885151,,,,,,,,,Investigational indicator (MSK45885151),Cancer Drug Treatment,investigational_indicator_MSK45885151,TreatmentPlanMedicationOrderFact|MedicationDim,MedicationKey|IsInvestigationalMedication_X,IDB.ANTINEOPLASTIC_PT_RX,APR_INVESTIGATIVE_FLAG,Identifies if dispensed item has been administered as Investigative drug,,1,1
8,metadata,35,Medications,APR_PLACEBO_FLAG,,STRING,Medication Flag Placebo,Placebo flag,,,MSKL2140007303,,,,,,,,,Placebo indicator (MSKL2140007303),Cancer Drug Treatment,Placebo indicator (MSKL2140007303),,,IDB.ANTINEOPLASTIC_PT_RX,APR_PLACEBO_FLAG,Identifies if dispensed item has been administered as placebo drug,"Per Nadia, MSKCC usually blinds the placebos as part of their randomized control trial so not sure if this is something structured in EPIC.",1,0
8,metadata,36,Medications,APR_TOPICAL_FLAG,,STRING,Medication Flag Topical,Topical flag,,,MSK4231622,,,,,,,,,Topical indicator (MSK4231622),Cancer Drug Treatment,Topical indicator (MSK4231622),TreatmentPlanMedicationOrderFact|MedicationOrderFact,MedicationOrderKey|Route,IDB.ANTINEOPLASTIC_PT_RX,APR_TOPICAL_FLAG,Identifies if dispensed item has been administered as topical drug,,1,1
8,metadata,37,Medications Clean,MRN,,STRING,MRN,Medical Record Number,,y,MSK4161822,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
8,metadata,38,Medications Clean,APR_DRUG_NAME,,STRING,Drug Name,Requested drug name or pharmacy item description.,,,MSKL2140008097,,,,,,,APR_DRUG_NAME,medications/ddp_chemo.tsv,Drug name (MSKL2140008097),Cancer Drug Treatment,drug_name_MSKL2140008097,,,,,,,0,0
8,metadata,39,Medications Clean,CDG_COMMON_GENERIC_NAME,,STRING,Generic Drug Name (Common),Generic MULTUM name for formulary drugs or keyword for non-formulary.,,,MSK4216752,,,,,,,CDG_COMMON_GENERIC_NAME,medications/ddp_chemo.tsv,Drug name generic (MSK4216752),Cancer Drug Treatment,drug_therapy_MSK4216752,,,,,,,0,0
8,metadata,40,Medications Clean,APR_SET_NAME,,STRING,Medication Set Name,Order set name.       ,,,MSKL2140008092,,,,,,,APR_SET_NAME,medications/ddp_chemo.tsv,Medication order set name (MSKL2140008092),Cancer Drug Treatment,medication_order_set_name_MSKL2140008092,,,,,,,0,0
8,metadata,41,Medications Clean,APR_ORD_RX_STATUS,,STRING,Medication Order Status,Order status code,,,MSKL2140007404,,,,,,,APR_ORD_RX_STATUS,medications/ddp_chemo.tsv,Medication request status (MSKL2140007404),Cancer Drug Treatment,medication_request_status_MSKL2140007404,,,,,,,0,0
8,metadata,42,Medications Clean,APR_LOCATION,,STRING,Medication Location Given,Outpatient order release location/inpatient last location. Pharmacy location for PHM and SMS prescriptions. Patient location for CPO orders and CP Prescriptions.,,,MSKL2140008093,,,,,,,APR_LOCATION,medications/ddp_chemo.tsv,Location of medication request (MSKL2140008093),Cancer Drug Treatment,location_medication_request_MSKL2140008093,,,,,,,0,0
8,metadata,43,Medications Clean,APR_ROUTE,,STRING,Medication Route,"The route by which the medication is delivered (for example, intra-muscular)",,,MSK4106215,,,,,,,APR_ROUTE,medications/ddp_chemo.tsv,Route of administration (MSK4106215),Cancer Drug Treatment,route_administration_MSK4106215,,,,,,,0,0
8,metadata,44,Medications Clean,APR_ORAL_FLAG,,STRING,Medication Flag Oral,Flag to identify Oral Route,,,MSKL2140008057,,,,,,,APR_ORAL_FLAG,medications/ddp_chemo.tsv,Oral indicator (MSKL2140008057),Cancer Drug Treatment,oral_indicator_MSKL2140008057,,,,,,,0,0
8,metadata,45,Medications Clean,APR_TOPICAL_FLAG,,STRING,Medication Flag Topical,Topical flag,,,MSK4231622,,,,,,,APR_TOPICAL_FLAG,medications/ddp_chemo.tsv,Topical indicator (MSK4231622),Cancer Drug Treatment,Topical indicator (MSK4231622),,,,,,,0,0
8,metadata,46,Medications Clean,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,MSK45885151,,,,,,,APR_INVESTIGATIVE_FLAG,medications/ddp_chemo.tsv,Investigational indicator (MSK45885151),Cancer Drug Treatment,investigational_indicator_MSK45885151,,,,,,,0,0
8,metadata,47,Medications Clean,APR_START_DTE,,STRING,Start Date (Medication),Order Start date,date_mdy,y,MSK4185328,,,,,,,APR_START_DTE,medications/ddp_chemo.tsv,Date treatment started (MSK4185328),Cancer Drug Treatment,date_treatment_started_MSK4185328,,,,,,,0,0
8,metadata,48,Medications Clean,APR_END_DTE,,STRING,End Date (Medication),Order End date.,date_mdy,y,MSK4185329,,,,,,,APR_END_DTE,medications/ddp_chemo.tsv,Date treatment stopped (MSK4185329),Cancer Drug Treatment,date_treatment_stopped_MSK4185329,,,,,,,0,0
8,metadata,49,Medications Clean,OTHER_DESC,,STRING,Medication Type Description (Other),"Description of medication that does not fit subtype classifications (Chemo, Immuno, Hormone, Targeted, Biologic, Bone Agent)",,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,50,Medications Clean,SUBTYPE,,STRING,Medication Type,"Created by melting flag columns (CDG_CHEMO_FLAG, CDG_CLASSIC_CHEMO_FLAG, CDG_BIOLOGIC_IMMUNO_FLAG, CDG_TARGETED_FLAG, CDG_HORMONE_FLAG, CDG_BONE_AGENTS_FLAG, CDG_THERAPEUTIC_CATEGORY, CDG_IMMUNOTHERAPY_FLAG)",,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,51,Medication Intervals,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
8,metadata,52,Medication Intervals,CDG_COMMON_GENERIC_NAME,,STRING,Generic Drug Name (Common),Generic MULTUM name for formulary drugs or keyword for non-formulary.,,,,,,,,,,CDG_COMMON_GENERIC_NAME,medications/table_medications_clean.tsv,Drug name generic (MSK4216752),Cancer Drug Treatment,drug_therapy_MSK4216752,,,,,,,0,0
8,metadata,53,Medication Intervals,SUBGROUP,,STRING,Medication Interval Subgroup,Computed Interval group for this generic medication,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,54,Medication Intervals,SUBTYPE,,STRING,Medication Type,"Created by melting flag columns (CDG_CHEMO_FLAG, CDG_CLASSIC_CHEMO_FLAG, CDG_BIOLOGIC_IMMUNO_FLAG, CDG_TARGETED_FLAG, CDG_HORMONE_FLAG, CDG_BONE_AGENTS_FLAG, CDG_THERAPEUTIC_CATEGORY, CDG_IMMUNOTHERAPY_FLAG)",,,,,,,,,,SUBTYPE,medications/table_medications_clean.tsv,,,,,,,,,,0,0
8,metadata,55,Medication Intervals,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,,,,,,,,APR_INVESTIGATIVE_FLAG,medications/table_medications_clean.tsv,Investigational indicator (MSK45885151),Cancer Drug Treatment,investigational_indicator_MSK45885151,,,,,,,0,0
8,metadata,56,Medication Intervals,APR_START_DTE,,STRING,Start Date (Interval),Interval Start Date for SUBGROUP,date_mdy,y,,,,,,,,,,Date treatment started (MSK4185328),Cancer Drug Treatment,date_treatment_started_MSK4185328,,,,,,,0,0
8,metadata,57,Medication Intervals,APR_END_DTE,,STRING,End Date (Interval),Interval End Date for SUBGROUP,date_mdy,y,,,,,,,,,,Date treatment stopped (MSK4185329),Cancer Drug Treatment,date_treatment_stopped_MSK4185329,,,,,,,0,0
8,metadata,58,Medication Intervals,FLAG_OROTOPICAL,,STRING,Medication Flag Oral or Topical,Uses APR_ORAL_FLAG and APR_TOPICAL_FLAG from medications/table_medications_clean.tsv to determine if True/False,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,59,Medication Intervals,DURATION,,STRING,Medication Interval Duration (Days),Difference of APR_END_DTE and APR_START_DTE,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,60,Medication Intervals,APR_END_DTE_NEW,,STRING,"Start Date (Interval, Corrected)",Corrects APR_START_DTE if start date is AFTER APR_END_DTE. Sets cases to APR_END_DTE,date_mdy,y,,,,,,,,,,,,,,,,,,,0,0
8,metadata,61,Medication Regimens,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
8,metadata,62,Medication Regimens,APR_START_DTE,,STRING,Start Date (Regimen),Regimen Start Date for REGIMEN,date_mdy,y,,,,,,,,,,Date treatment started (MSK4185328),Cancer Drug Treatment,date_treatment_started_MSK4185328,,,,,,,0,0
8,metadata,63,Medication Regimens,APR_END_DTE,,STRING,End Date (Regimen),Regimen End Date for REGIMEN,date_mdy,y,,,,,,,,,,Date treatment stopped (MSK4185329),Cancer Drug Treatment,date_treatment_stopped_MSK4185329,,,,,,,0,0
8,metadata,64,Medication Regimens,REGIMEN,,STRING,Medication Regimen,Included drugs (CDG_COMMON_GENERIC_NAME) in regimen ,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,65,Medication Regimens,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Indicator if REGIMEN contains a drug with a APR_INVESTIGATIVE_FLAG from medications/table_medications_clean.tsv,,,,,,,,,,,,Investigational indicator (MSK45885151),Cancer Drug Treatment,investigational_indicator_MSK45885151,,,,,,,0,0
8,metadata,66,Medication Regimens,CONTAINS_CHEMO,,STRING,Medication Regimen Flag for Chemotherapy,Indicator if REGIMEN contains a drug with a SUBTYPE == Chemo from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,67,Medication Regimens,CONTAINS_IMMUNO,,STRING,Medication Regimen Flag for Immunotherapy,Indicator if REGIMEN contains a drug with a SUBTYPE == Immuno from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,68,Medication Regimens,CONTAINS_BIOLOGIC,,STRING,Medication Regimen Flag for Biologic,Indicator if REGIMEN contains a drug with a SUBTYPE == Biologic from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,69,Medication Regimens,CONTAINS_TARGETED,,STRING,Medication Regimen Flag for Targeted,Indicator if REGIMEN contains a drug with a SUBTYPE == Targeted from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,70,Medication Regimens,CONTAINS_HORMONE,,STRING,Medication Regimen Flag for Hormone,Indicator if REGIMEN contains a drug with a SUBTYPE == Hormone from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,71,Anti-Cancer Medications,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
8,metadata,72,Anti-Cancer Medications,START_DATE,,STRING,Start Date (Medication),Earliest date this medication was taken,date_mdy,y,,,,,,,,,,,,,,,,,,,0,0
8,metadata,73,Anti-Cancer Medications,STOP_DATE,,STRING,End Date (Medication),Latest date this medication was taken,date_mdy,y,,,,,,,,,,,,,,,,,,,0,0
8,metadata,74,Anti-Cancer Medications,EVENT_TYPE,,STRING,Event Type,cBioPortal Formatting scheme. All TREATMENT,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,75,Anti-Cancer Medications,TREATMENT_TYPE,,STRING,Subtype,cBioPortal Formatting scheme. All Medical Therapy,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,76,Anti-Cancer Medications,AGENT,,STRING,Generic Drug Name,Generic MULTUM name for formulary drugs or keyword for non-formulary.,,,,,,,,,,CDG_COMMON_GENERIC_NAME,medications/table_medications_clean.tsv,,,,,,,,,,0,0
8,metadata,78,Anti-Cancer Medications,SUBTYPE,,STRING,Medication Type,"Type of anti-cancer medication. Possible therapy types are 'Chemo' (Chemotherapy), 'Hormone', 'Targeted', 'Biologic', 'Immuno' (Immunotherapy), 'Bone Therapy' (Bone Agents), 'Other', or 'Investigational' (Any of the previous, censored by clinical trial). All investigational drugs durations are censored to one day (start date).  Medication types have been classified by MSK's clinical informatics division using hemonc.org designation for drug classifcations.",,,,,,,,,,SUBTYPE,medications/table_medications_clean.tsv,,,,,,,,,,0,0
8,metadata,81,Anti-Cancer Medications,RX_INVESTIGATIVE,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,,,,,,,,APR_INVESTIGATIVE_FLAG,medications/table_medications_clean.tsv,,,,,,,,,,0,0
8,metadata,82,Medication Patient Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
8,metadata,83,Medication Patient Summary,BIOLOGIC_THERAPY,,STRING,History of Biologic Therapy,History of Biologic Therapy (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,84,Medication Patient Summary,BONE_TREATMENT_THERAPY,,STRING,History of Bone Therapy,History of Bone Therapy (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,85,Medication Patient Summary,CHEMO_THERAPY,,STRING,History of Chemotherapy,History of Chemotherapy (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,86,Medication Patient Summary,HORMONE_THERAPY,,STRING,History of Hormone,History of Hormone (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,87,Medication Patient Summary,IMMUNO_THERAPY,,STRING,History of Immunotherapy,History of Immunotherapy (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,88,Medication Patient Summary,OTHER_THERAPY,,STRING,History of Other Therapy,History of Other Therapy (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,89,Medication Patient Summary,TARGETED_THERAPY,,STRING,History of Targeted Therapy,History of Targeted Therapy (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,90,Medication Patient Summary,HISTORY_OF_RT,,STRING,History of Radiation Therapy,History of Radiation Therapy (Patient Level),,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,91,Medication Sample Summary,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,92,Medication Sample Summary,PRE_TREAT_MEDS,,STRING,Prior Treatment (Medication),Computes if first medication date for patient is prior to DATE_OF_PROCEDURE_SURGICAL_EST,,,,,,,,,,,,,,,,,,,,,0,0
8,metadata,93,Medication Sample Summary,PRE_TREAT_RT,,STRING,Prior Treatment (Radiation),Computes if first radiation date for patient is prior to DATE_OF_PROCEDURE_SURGICAL_EST,,,,,,,,,,,,,,,,,,,,,0,0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,1,Comorbidities,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
9,metadata,2,Comorbidities,CC_VISIT_DTE,,STRING,Comorbidity Visit Date (O) / Admit Date (I/E).,Identical to the date of visit (Cadence) or date of admission (SMS).,date_mdy,y,MSKL2140000568,,,,,,,,,MSKL2140000568,,,ClinicalNoteFact or EncounterFact,ServiceDateKey or DateKey,IDB.CTC_CLSF,CC_VISIT_DTE,Visit Date (O) / Admit Date (I/E).,,1,1
9,metadata,3,Comorbidities,CC_CLSF_CD,,STRING,Comorbidity Billing Code,Billing code associated with the comorbidity,,,,,,,,,,,,,,,DiagnosisTerminologyDim,Value ON Type = 'ICD-10-CM',IDB.CTC_CLSF,CC_CLSF_CD,Classification code,,1,1
9,metadata,4,Comorbidity Index Score,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,Medical record number (MSK4161822),Demographics,medical_record_number_MSK4161822,PatientDim,PrimaryMrn,DV.PATIENT_DEMOGRAPHICS_V,PT_MRN,Medical record number. A unique number assigned to each patient. Aka chart number.,,1,1
9,metadata,5,Comorbidity Index Score,CCI_ANY_MALIGNANCY,,STRING,CCI - Any Malignancy,Charlson Comorbidity Index score contribution for any malignancy,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,6,Comorbidity Index Score,CCI_CEREBROVASCULAR_DISEASE,,STRING,CCI - Cerebrovascular Disease,Charlson Comorbidity Index score contribution for Cerebrovascular Disease,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,7,Comorbidity Index Score,CCI_CHRONIC_PULMONARY_DISEASE,,STRING,CCI - Chronic Pulmonary Disease,Charlson Comorbidity Index score contribution for Chronic Pulmonary Disease,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,8,Comorbidity Index Score,CCI_CONGESTIVE_HEART_FAILURE,,STRING,CCI - Congestive Heart Failure,Charlson Comorbidity Index score contribution for Congestive Heart Failure,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,9,Comorbidity Index Score,CCI_DEMENTIA,,STRING,CCI - Dementia,Charlson Comorbidity Index score contribution for Dementia,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,10,Comorbidity Index Score,CCI_DIABETES,,STRING,CCI - Diabetes,Charlson Comorbidity Index score contribution for Diabetes,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,11,Comorbidity Index Score,CCI_DIABETES_W_CHRONIC_COMPLICATION,,STRING,CCI - Diabetes w/ Chronic Complications,Charlson Comorbidity Index score contribution for Diabetes w/ Chronic Complications,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,12,Comorbidity Index Score,CCI_HIV_AND_AIDS,,STRING,CCI - HIV and/or AIDS,Charlson Comorbidity Index score contribution for HIV and/or AIDS,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,13,Comorbidity Index Score,CCI_HEMIPLEGIA_OR_PARAPLEGIA,,STRING,CCI - Hemiplegia or Paraplegia,Charlson Comorbidity Index score contribution for Hemiplegia or Paraplegia,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,14,Comorbidity Index Score,CCI_METASTATIC_SOLID_TUMOR,,STRING,CCI - Metastatic Disease,Charlson Comorbidity Index score contribution for Metastatic Disease,,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,15,Comorbidity Index Score,CCI_MILD_LIVER_DISEASE,,STRING,CCI - Liver Disease (Mild),Charlson Comorbidity Index score contribution for Liver Disease (Mild),,,,,,,,,,,,,,,,,,,,,0,0
9,metadata,16,Comorbidity Index Score,CCI_MODERATE_OR_SEVERE_LIVER_DISEASE,,STRING,CCI - Liver Disease (Severe),Charlson Comorbidity Index score contribution for Liver Disease (Severe),,,,,,,,,,,,,,,,,,,,,0,0
