record_id,redcap_repeat_instrument,redcap_repeat_instance,form_name,field_name,nlp_derived,field_type,field_label,field_note,text_validation_type_or_sh,identifier,extract_label,for_cbioportal,for_docs_site,for_test_portal,fill_value,reasons_for_missing_data,souce_from_idb_or_cdm,adapted_from_col,adapted_from_table,extract_name_id,palantir_dataset,palantir_unified_column,epic_table_name,epic_column_name
4,metadata,1,Insurance,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
4,metadata,2,Insurance,FSC_NAME,,STRING,Insurance Name,Detailed name of insurance plan,,,,,,,,,,,,,,,,
4,metadata,3,Insurance,FSC_CAT_NAME,,STRING,Insurance Category,Insurance company name and/or plan type,,,,,,,,,,,,,,,,
4,metadata,4,Insurance,FSC_REP_CAT_NAME,,STRING,Insurance Category (Secondary),Similar as FSC_CAT_NAME. Contains Self-Pay,,,,,,,,,,,,,,,,
4,metadata,5,Insurance,INS_EFF_DATE,,STRING,Insurance Effective Date,Effective start date ,date_mdy,y,,,,,,,,,,,,,,
4,metadata,6,Insurance,INS_EXP_DATE,,STRING,Insurance Expiration Date,Expiration date for insurance,date_mdy,y,,,,,,,,,,,,,,
4,metadata,7,Insurance,FSC_PRIORITY,,STRING,Insurance Priority Number,Annotation to designate which insurance will get billed,,,,,,,,,,,,,,,,
4,metadata,8,Insurance,MSK_ADT_INSURANCE_IND,,STRING,Insurance Priority Index,"MSK_ADT_INSURANCE_IND = 'Y' are the insurances that bill, which are the ones that are sent over MSK interfaces.",,,,,,,,,,,,,,,,
4,metadata,9,Insurance Clean,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
4,metadata,10,Insurance Clean,FSC_NAME,,STRING,Insurance Name,Detailed name of insurance plan,,,,,,,,,,FSC_NAME,insurance/ddp_insurance.tsv,,,,,
4,metadata,11,Insurance Clean,FSC_CAT_NAME,,STRING,Insurance Category,Insurance company name and/or plan type,,,,,,,,,,FSC_CAT_NAME,insurance/ddp_insurance.tsv,,,,,
4,metadata,12,Insurance Clean,FSC_REP_CAT_NAME,,STRING,Insurance Category (Secondary),Similar as FSC_CAT_NAME. Contains Self-Pay,,,,,,,,,,FSC_REP_CAT_NAME,insurance/ddp_insurance.tsv,,,,,
4,metadata,13,Insurance Clean,INS_EFF_DATE,,STRING,Insurance Effective Date,Effective start date ,date_mdy,y,,,,,,,,INS_EFF_DATE,insurance/ddp_insurance.tsv,,,,,
4,metadata,14,Insurance Clean,INS_EXP_DATE,,STRING,Insurance Expiration Date,Expiration date for insurance,date_mdy,y,,,,,,,,INS_EXP_DATE,insurance/ddp_insurance.tsv,,,,,
4,metadata,15,Insurance Clean,FSC_PRIORITY,,STRING,Insurance Priority Number,Annotation to designate which insurance will get billed,,,,,,,,,,FSC_PRIORITY,insurance/ddp_insurance.tsv,,,,,
4,metadata,16,Insurance Clean,INSURANCE_CATEGORY,,STRING,Insurance Category (Standardized),"Standardized annotations for insurance categories. (COMMERICAL, MEDICAID, MEDICARE, SELF_PAY, or UNKNOWN)",,,,,,,,,,,,,,,,
4,metadata,17,Insurance Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
4,metadata,18,Insurance Summary,MOST_RECENT_FSC_NAME,,STRING,Insurance Name (Most Recent),Detailed name of insurance plan,,,,,,,,,,,,,,,,
4,metadata,19,Insurance Summary,MOST_RECENT_INS_EFF_DATE,,STRING,Insurance Effective Date (Most Recent),Effective start date ,date_mdy,y,,,,,,,,,,,,,,
4,metadata,20,Insurance Summary,MOST_RECENT_INSURANCE_CATEGORY,,STRING,"Insurance Category (Standardized, Most Recent)",Standardized insurance category of the most recent insurance used,,,,,,,,,,,,,,,,
4,metadata,21,Insurance Summary,FSC_NAME_LIST,,STRING,Insurance Name List (All),List of all insurances available for patient,,,,,,,,,,,,,,,,
4,metadata,22,Insurance Summary,INS_EFF_DATE_LIST,,STRING,Insurance Effective Date List,List of effective dates for insurances listed in FSC_NAME_LIST,date_mdy,y,,,,,,,,,,,,,,
4,metadata,23,Insurance Summary,INSURANCE_COMMERICAL_INDICATOR,,STRING,Insurance Type Indicator Used (Commerical),Indicator for patients that patient had commerical insurance used,,,,,,,,,,,,,,,,
4,metadata,24,Insurance Summary,INSURANCE_MEDICAID_INDICATOR,,STRING,Insurance Type Indicator Used (Medicaid),Indicator for patients that patient had Medicaid insurance used,,,,,,,,,,,,,,,,
4,metadata,25,Insurance Summary,INSURANCE_MEDICARE_INDICATOR,,STRING,Insurance Type Indicator Used (Medicare),Indicator for patients that patient had Medicare insurance used,,,,,,,,,,,,,,,,
4,metadata,26,Insurance Summary,INSURANCE_SELF_PAY_INDICATOR,,STRING,Insurance Type Indicator Used (Self-Pay),Indicator for patients that patient had self-paid medical costs,,,,,,,,,,,,,,,,
4,metadata,27,Insurance Summary,INSURANCE_UNKNOWN_INDICATOR,,STRING,Insurance Type Indicator Used (Unknown),Indicator for patients that patient had unknown/uncategorized insurance used,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,
5,metadata,1,Interventional Radiology,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
5,metadata,2,Interventional Radiology,ACCESSION_NUMBER,,STRING,Radiology Accession Number,Report ID for radiology reports,,y,,,,,,,,,,,,,,
5,metadata,3,Interventional Radiology,RADIOLOGY_PROCEDURE_DESC,,STRING,IR Procedure Description,Site and procedure description for IR,,,,,,,,,,,,,,,,
5,metadata,4,Interventional Radiology,REPORT_DATE,,STRING,IR Date of Procedure,Date of IR Procedure associated with ACCESSION_NUMBER,date_mdy,y,,,,,,,,,,,,,,
5,metadata,5,Interventional Radiology,ORDER_LOCATION,,STRING,IR Order Location,Outpatient and/or location of procedure ,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,
6,metadata,1,Surgery,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
6,metadata,2,Surgery,DATE_OF_PROCEDURE,,STRING,Date of Surgical Procedure,Date of Surgical Procedure,date_mdy,y,,,,,,,,,,,,,,
6,metadata,3,Surgery,ADMISSION,,STRING,Admission Type,INPATIENT or OUTPATIENT,,,,,,,,,,,,,,,,
6,metadata,4,Surgery,PROCEDURE_DESCRIPTION,,STRING,Surgical Procedure Description,Free-text description,,,,,,,,,,,,,,,,
6,metadata,5,Surgery and Interventional Radiology,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
6,metadata,6,Surgery and Interventional Radiology,START_DATE,,STRING,Date of Procedure,Date of surgery or IR,date_mdy,y,,,,,,,,,,,,,,
6,metadata,7,Surgery and Interventional Radiology,EVENT_TYPE,,STRING,Event Type,All SURGERY (cbioportal formatting),,,,,,,,,,,,,,,,
6,metadata,8,Surgery and Interventional Radiology,SUBTYPE,,STRING,Event Subtype,Either Surgery or IR,,,,,,,,,,,,,,,,
6,metadata,9,Surgery and Interventional Radiology,PROCEDURE_DESCRIPTION,,STRING,Procedure Description,Free-text description from ddp_surgery.tsv or ddp_ir.tsv,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,
7,metadata,1,Radiation Oncology Raw,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
7,metadata,2,Radiation Oncology Raw,COURSE_ID,,STRING,Course ID,Course Id.,,,,,,,,,,,,,,,,
7,metadata,3,Radiation Oncology Raw,PLANNED_DOSE,,STRING,Planned Dose,Total prescribed dose of radiation for this reference point.,,,,,,,,,,,,,,,,
7,metadata,4,Radiation Oncology Raw,PLAN_NAME,,STRING,Plan Name,Name of the reference point that describes a specific body area where the radiation treatment was administered.,,,,,,,,,,,,,,,,
7,metadata,5,Radiation Oncology Raw,PLANNED_FRACTIONS,,STRING,Planned Fractions,Total number of fractions (radiation treatments) administered within a single course of treatment for a given reference point.,,,,,,,,,,,,,,,,
7,metadata,6,Radiation Oncology Raw,DELIVERED_FRACTIONS,,STRING,Delivered Fractions,Total number of fractions (radiation treatments) administered within a single course of treatment for a given reference point.,,,,,,,,,,,,,,,,
7,metadata,7,Radiation Oncology Raw,DELIVERED_DOSE,,STRING,Delivered Dose,Total prescribed dose of radiation for this reference point.,,,,,,,,,,,,,,,,
7,metadata,8,Radiation Oncology Raw,RADONC_START_DTE,,STRING,Start Date (Radiation),The date of the first treatment.,date_mdy,y,,,,,,,,,,,,,,
7,metadata,9,Radiation Oncology Raw,RADONC_END_DTE,,STRING,End Date (Radiation),The date of the last treatment.,date_mdy,y,,,,,,,,,,,,,,
7,metadata,10,Radiation Oncology Raw,REFERENCE_POINT,,STRING,Reference Point,Primary reference point.,,,,,,,,,,,,,,,,
7,metadata,11,Radiation Oncology,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
7,metadata,12,Radiation Oncology,START_DATE,,STRING,Start Date (Radiation),The date of the first treatment.,date_mdy,y,,,,,,,,RADONC_START_DTE,radonc/ddp_radonc.tsv,,,,,
7,metadata,13,Radiation Oncology,EVENT_TYPE,,STRING,Event Type,cBioPortal Formatting scheme. All TREATMENT,,,,,,,,,,,,,,,,
7,metadata,14,Radiation Oncology,SUBTYPE,,STRING,Subtype,cBioPortal Formatting scheme. All Radiation Therapy,,,,,,,,,,,,,,,,
7,metadata,15,Radiation Oncology,PLAN,,STRING,Plan Name,Name of the reference point that describes a specific body area where the radiation treatment was administered.,,,,,,,,,,PLAN_NAME,radonc/ddp_radonc.tsv,,,,,
7,metadata,16,Radiation Oncology,DELIVERED_DOSE,,STRING,Delivered Dose,Total prescribed dose of radiation for this reference point.,,,,,,,,,,DELIVERED_DOSE,radonc/ddp_radonc.tsv,,,,,
7,metadata,17,Radiation Oncology,PLANNED_FRACTIONS,,STRING,Planned Fractions,Total number of fractions (radiation treatments) administered within a single course of treatment for a given reference point.,,,,,,,,,,PLANNED_FRACTIONS,radonc/ddp_radonc.tsv,,,,,
7,metadata,18,Radiation Oncology,REFERENCE_POINT,,STRING,Reference Point,Primary reference point.,,,,,,,,,,REFERENCE_POINT,radonc/ddp_radonc.tsv,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,
8,metadata,1,Medications,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
8,metadata,2,Medications,APR_ORD_CREATE_DTE,,STRING,Create Date,Order placement date.,date_mdy,y,,,,,,,,,,,,,,
8,metadata,3,Medications,APR_UPDATE_DTE,,STRING,Update Date,Order Update date.,date_mdy,y,,,,,,,,,,,,,,
8,metadata,4,Medications,APR_START_DTE,,STRING,Start Date (Medication),Order Start date,date_mdy,y,,,,,,,,,,,,,,
8,metadata,5,Medications,APR_END_DTE,,STRING,End Date (Medication),Order End date.,date_mdy,y,,,,,,,,,,,,,,
8,metadata,6,Medications,APR_DRUG_NAME,,STRING,Drug Name,Requested drug name or pharmacy item description.,,,,,,,,,,,,,,,,
8,metadata,7,Medications,CDG_COMMON_GENERIC_NAME,,STRING,Generic Drug Name (Common),Generic MULTUM name for formulary drugs or keyword for non-formulary.,,,,,,,,,,,,,,,,
8,metadata,8,Medications,APR_GENERIC_NAME,,STRING,Generic Drug Name,Drug generic name. The possibly shorter name by which the drug is known in the pharmacy system. Generic MULTUM name for formulary drugs and derived keyword for Investigative drugs.,,,,,,,,,,,,,,,,
8,metadata,9,Medications,APR_SET_NAME,,STRING,Medication Set Name,Order set name.       ,,,,,,,,,,,,,,,,
8,metadata,10,Medications,APR_PRESCRIBED_DOSE,,STRING,Medication Total Prescribed Dose,Total Prescribed Dose (where available),,,,,,,,,,,,,,,,
8,metadata,11,Medications,APR_DOSE_UOM,,STRING,Medication Prescribed Dose,Medication prescribed dose UOM,,,,,,,,,,,,,,,,
8,metadata,12,Medications,APR_DISPENSE_CNT,,STRING,Medication Dispense Count,Number of units dispensed,,,,,,,,,,,,,,,,
8,metadata,13,Medications,APR_ROUTE,,STRING,Medication Route,"The route by which the medication is delivered (for example, intra-muscular)",,,,,,,,,,,,,,,,
8,metadata,14,Medications,APR_QTY,,STRING,Medication Total Quantity,The total quantity for the Order,,,,,,,,,,,,,,,,
8,metadata,15,Medications,APR_FREQ,,STRING,Medication Frequency,Frequency of the drug for this order,,,,,,,,,,,,,,,,
8,metadata,16,Medications,APR_DURATION,,STRING,Medication Duration,The duration of the order,,,,,,,,,,,,,,,,
8,metadata,17,Medications,APR_REFILLS,,STRING,Medication Refills Allowed,The number of refills allowed for this order,,,,,,,,,,,,,,,,
8,metadata,18,Medications,APR_INSTRUCTIONS,,STRING,Medication Instructions,The instructions to include with this order,,,,,,,,,,,,,,,,
8,metadata,19,Medications,APR_PERFORMED_ORDERS_QTY_TEXT,,STRING,Medication Total Quantity (Text),The total quantity for the Order in textual format,,,,,,,,,,,,,,,,
8,metadata,20,Medications,APR_TOTAL_GIVEN_DOSE,,STRING,Medication Total Dose Administered,Total Dose Administered (where available),,,,,,,,,,,,,,,,
8,metadata,21,Medications,APR_PROVIDER_NO,,STRING,Medication Provider Number,Identification number of Provider associated with this order.,,y,,,,,,,,,,,,,,
8,metadata,22,Medications,APR_LOCATION,,STRING,Medication Location Given,Outpatient order release location/inpatient last location. Pharmacy location for PHM and SMS prescriptions. Patient location for CPO orders and CP Prescriptions.,,,,,,,,,,,,,,,,
8,metadata,23,Medications,APR_ORD_RX_STATUS,,STRING,Medication Order Status,Order status code,,,,,,,,,,,,,,,,
8,metadata,24,Medications,APR_ORD_RX_TYPE,,STRING,Prescription Type,"Retail/IP/OP/HML order type based on time priority, inpatient/outpatient, session type and prescription type",,,,,,,,,,,,,,,,
8,metadata,25,Medications,APR_ORAL_FLAG,,STRING,Medication Flag Oral,Flag to identify Oral Route,,,,,,,,,,,,,,,,
8,metadata,26,Medications,CDG_CHEMO_FLAG,,STRING,Medication Flag Chemo,Chemo drug Flag.,,,,,,,,,,,,,,,,
8,metadata,27,Medications,CDG_CLASSIC_CHEMO_FLAG,,STRING,"Medication Flag Chemo, Classical",Classical chemotherapy agent Flag.,,,,,,,,,,,,,,,,
8,metadata,28,Medications,CDG_BIOLOGIC_IMMUNO_FLAG,,STRING,Medication Flag Biological/Immuno,Biologic or Immunotherapy Flag,,,,,,,,,,,,,,,,
8,metadata,29,Medications,CDG_TARGETED_FLAG,,STRING,Medication Flag Targeted,Targeted Antineoplastic Therapy Flag,,,,,,,,,,,,,,,,
8,metadata,30,Medications,CDG_HORMONE_FLAG,,STRING,Medication Flag Hormone,Hormonal Therapy Flag,,,,,,,,,,,,,,,,
8,metadata,31,Medications,CDG_BONE_AGENTS_FLAG,,STRING,Medication Flag Bone Agent,Targeted delivery of antineoplastic agent to bone Flag,,,,,,,,,,,,,,,,
8,metadata,32,Medications,CDG_THERAPEUTIC_CATEGORY,,STRING,Medication Theraputic Category,Therapeutic categories based on their pharmaceutical indications.,,,,,,,,,,,,,,,,
8,metadata,33,Medications,CDG_IMMUNOTHERAPY_FLAG,,STRING,Medication Flag Immunotherapy,Immunotherapy flag,,,,,,,,,,,,,,,,
8,metadata,34,Medications,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,,,,,,,,,,,,,,
8,metadata,35,Medications,APR_PLACEBO_FLAG,,STRING,Medication Flag Placebo,Placebo flag,,,,,,,,,,,,,,,,
8,metadata,36,Medications,APR_TOPICAL_FLAG,,STRING,Medication Flag Topical,Topical flag,,,,,,,,,,,,,,,,
8,metadata,37,Medications Clean,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
8,metadata,38,Medications Clean,APR_DRUG_NAME,,STRING,Drug Name,Requested drug name or pharmacy item description.,,,,,,,,,,APR_DRUG_NAME,medications/ddp_chemo.tsv,,,,,
8,metadata,39,Medications Clean,CDG_COMMON_GENERIC_NAME,,STRING,Generic Drug Name (Common),Generic MULTUM name for formulary drugs or keyword for non-formulary.,,,,,,,,,,CDG_COMMON_GENERIC_NAME,medications/ddp_chemo.tsv,,,,,
8,metadata,40,Medications Clean,APR_SET_NAME,,STRING,Medication Set Name,Order set name.       ,,,,,,,,,,APR_SET_NAME,medications/ddp_chemo.tsv,,,,,
8,metadata,41,Medications Clean,APR_ORD_RX_STATUS,,STRING,Medication Order Status,Order status code,,,,,,,,,,APR_ORD_RX_STATUS,medications/ddp_chemo.tsv,,,,,
8,metadata,42,Medications Clean,APR_LOCATION,,STRING,Medication Location Given,Outpatient order release location/inpatient last location. Pharmacy location for PHM and SMS prescriptions. Patient location for CPO orders and CP Prescriptions.,,,,,,,,,,APR_LOCATION,medications/ddp_chemo.tsv,,,,,
8,metadata,43,Medications Clean,APR_ROUTE,,STRING,Medication Route,"The route by which the medication is delivered (for example, intra-muscular)",,,,,,,,,,APR_ROUTE,medications/ddp_chemo.tsv,,,,,
8,metadata,44,Medications Clean,APR_ORAL_FLAG,,STRING,Medication Flag Oral,Flag to identify Oral Route,,,,,,,,,,APR_ORAL_FLAG,medications/ddp_chemo.tsv,,,,,
8,metadata,45,Medications Clean,APR_TOPICAL_FLAG,,STRING,Medication Flag Topical,Topical flag,,,,,,,,,,APR_TOPICAL_FLAG,medications/ddp_chemo.tsv,,,,,
8,metadata,46,Medications Clean,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,,,,,,,,APR_INVESTIGATIVE_FLAG,medications/ddp_chemo.tsv,,,,,
8,metadata,47,Medications Clean,APR_START_DTE,,STRING,Start Date (Medication),Order Start date,date_mdy,y,,,,,,,,APR_START_DTE,medications/ddp_chemo.tsv,,,,,
8,metadata,48,Medications Clean,APR_END_DTE,,STRING,End Date (Medication),Order End date.,date_mdy,y,,,,,,,,APR_END_DTE,medications/ddp_chemo.tsv,,,,,
8,metadata,49,Medications Clean,OTHER_DESC,,STRING,Medication Type Description (Other),"Description of medication that does not fit subtype classifications (Chemo, Immuno, Hormone, Targeted, Biologic, Bone Agent)",,,,,,,,,,,,,,,,
8,metadata,50,Medications Clean,SUBTYPE,,STRING,Medication Type,"Created by melting flag columns (CDG_CHEMO_FLAG, CDG_CLASSIC_CHEMO_FLAG, CDG_BIOLOGIC_IMMUNO_FLAG, CDG_TARGETED_FLAG, CDG_HORMONE_FLAG, CDG_BONE_AGENTS_FLAG, CDG_THERAPEUTIC_CATEGORY, CDG_IMMUNOTHERAPY_FLAG)",,,,,,,,,,,,,,,,
8,metadata,51,Medication Intervals,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
8,metadata,52,Medication Intervals,CDG_COMMON_GENERIC_NAME,,STRING,Generic Drug Name (Common),Generic MULTUM name for formulary drugs or keyword for non-formulary.,,,,,,,,,,CDG_COMMON_GENERIC_NAME,medications/table_medications_clean.tsv,,,,,
8,metadata,53,Medication Intervals,SUBGROUP,,STRING,Medication Interval Subgroup,Computed Interval group for this generic medication,,,,,,,,,,,,,,,,
8,metadata,54,Medication Intervals,SUBTYPE,,STRING,Medication Type,"Created by melting flag columns (CDG_CHEMO_FLAG, CDG_CLASSIC_CHEMO_FLAG, CDG_BIOLOGIC_IMMUNO_FLAG, CDG_TARGETED_FLAG, CDG_HORMONE_FLAG, CDG_BONE_AGENTS_FLAG, CDG_THERAPEUTIC_CATEGORY, CDG_IMMUNOTHERAPY_FLAG)",,,,,,,,,,SUBTYPE,medications/table_medications_clean.tsv,,,,,
8,metadata,55,Medication Intervals,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,,,,,,,,APR_INVESTIGATIVE_FLAG,medications/table_medications_clean.tsv,,,,,
8,metadata,56,Medication Intervals,APR_START_DTE,,STRING,Start Date (Interval),Interval Start Date for SUBGROUP,date_mdy,y,,,,,,,,,,,,,,
8,metadata,57,Medication Intervals,APR_END_DTE,,STRING,End Date (Interval),Interval End Date for SUBGROUP,date_mdy,y,,,,,,,,,,,,,,
8,metadata,58,Medication Intervals,FLAG_OROTOPICAL,,STRING,Medication Flag Oral or Topical,Uses APR_ORAL_FLAG and APR_TOPICAL_FLAG from medications/table_medications_clean.tsv to determine if True/False,,,,,,,,,,,,,,,,
8,metadata,59,Medication Intervals,DURATION,,STRING,Medication Interval Duration (Days),Difference of APR_END_DTE and APR_START_DTE,,,,,,,,,,,,,,,,
8,metadata,60,Medication Intervals,APR_END_DTE_NEW,,STRING,"Start Date (Interval, Corrected)",Corrects APR_START_DTE if start date is AFTER APR_END_DTE. Sets cases to APR_END_DTE,date_mdy,y,,,,,,,,,,,,,,
8,metadata,61,Medication Regimens,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
8,metadata,62,Medication Regimens,APR_START_DTE,,STRING,Start Date (Regimen),Regimen Start Date for REGIMEN,date_mdy,y,,,,,,,,,,,,,,
8,metadata,63,Medication Regimens,APR_END_DTE,,STRING,End Date (Regimen),Regimen End Date for REGIMEN,date_mdy,y,,,,,,,,,,,,,,
8,metadata,64,Medication Regimens,REGIMEN,,STRING,Medication Regimen,Included drugs (CDG_COMMON_GENERIC_NAME) in regimen ,,,,,,,,,,,,,,,,
8,metadata,65,Medication Regimens,APR_INVESTIGATIVE_FLAG,,STRING,Medication Flag Investigative,Indicator if REGIMEN contains a drug with a APR_INVESTIGATIVE_FLAG from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,
8,metadata,66,Medication Regimens,CONTAINS_CHEMO,,STRING,Medication Regimen Flag for Chemotherapy,Indicator if REGIMEN contains a drug with a SUBTYPE == Chemo from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,
8,metadata,67,Medication Regimens,CONTAINS_IMMUNO,,STRING,Medication Regimen Flag for Immunotherapy,Indicator if REGIMEN contains a drug with a SUBTYPE == Immuno from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,
8,metadata,68,Medication Regimens,CONTAINS_BIOLOGIC,,STRING,Medication Regimen Flag for Biologic,Indicator if REGIMEN contains a drug with a SUBTYPE == Biologic from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,
8,metadata,69,Medication Regimens,CONTAINS_TARGETED,,STRING,Medication Regimen Flag for Targeted,Indicator if REGIMEN contains a drug with a SUBTYPE == Targeted from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,
8,metadata,70,Medication Regimens,CONTAINS_HORMONE,,STRING,Medication Regimen Flag for Hormone,Indicator if REGIMEN contains a drug with a SUBTYPE == Hormone from medications/table_medications_clean.tsv,,,,,,,,,,,,,,,,
8,metadata,71,Anti-Cancer Medications,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
8,metadata,72,Anti-Cancer Medications,START_DATE,,STRING,Start Date (Medication),Earliest date this medication was taken,date_mdy,y,,,,,,,,,,,,,,
8,metadata,73,Anti-Cancer Medications,STOP_DATE,,STRING,End Date (Medication),Latest date this medication was taken,date_mdy,y,,,,,,,,,,,,,,
8,metadata,74,Anti-Cancer Medications,EVENT_TYPE,,STRING,Event Type,cBioPortal Formatting scheme. All TREATMENT,,,,,,,,,,,,,,,,
8,metadata,75,Anti-Cancer Medications,TREATMENT_TYPE,,STRING,Subtype,cBioPortal Formatting scheme. All Medical Therapy,,,,,,,,,,,,,,,,
8,metadata,76,Anti-Cancer Medications,AGENT,,STRING,Generic Drug Name,Generic MULTUM name for formulary drugs or keyword for non-formulary.,,,,,,,,,,CDG_COMMON_GENERIC_NAME,medications/table_medications_clean.tsv,,,,,
8,metadata,77,Anti-Cancer Medications,THERAPY,,STRING,Medication Set Name,Order set name.       ,,,,,,,,,,APR_SET_NAME,medications/table_medications_clean.tsv,,,,,
8,metadata,78,Anti-Cancer Medications,SUBTYPE,,STRING,Medication Type,"Created by melting flag columns (CDG_CHEMO_FLAG, CDG_CLASSIC_CHEMO_FLAG, CDG_BIOLOGIC_IMMUNO_FLAG, CDG_TARGETED_FLAG, CDG_HORMONE_FLAG, CDG_BONE_AGENTS_FLAG, CDG_THERAPEUTIC_CATEGORY, CDG_IMMUNOTHERAPY_FLAG)",,,,,,,,,,SUBTYPE,medications/table_medications_clean.tsv,,,,,
8,metadata,79,Anti-Cancer Medications,RX_STATUS,,STRING,Medication Order Status,Order status code,,,,,,,,,,APR_ORD_RX_STATUS,medications/table_medications_clean.tsv,,,,,
8,metadata,80,Anti-Cancer Medications,RX_ROUTE,,STRING,Medication Route,"The route by which the medication is delivered (for example, intra-muscular)",,,,,,,,,,APR_ROUTE,medications/table_medications_clean.tsv,,,,,
8,metadata,81,Anti-Cancer Medications,RX_INVESTIGATIVE,,STRING,Medication Flag Investigative,Investigative Drug Flag,,,,,,,,,,APR_INVESTIGATIVE_FLAG,medications/table_medications_clean.tsv,,,,,
8,metadata,82,Medication Patient Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
8,metadata,83,Medication Patient Summary,BIOLOGIC_THERAPY,,STRING,History of Biologic Therapy,History of Biologic Therapy (Patient Level),,,,,,,,,,,,,,,,
8,metadata,84,Medication Patient Summary,BONE_TREATMENT_THERAPY,,STRING,History of Bone Therapy,History of Bone Therapy (Patient Level),,,,,,,,,,,,,,,,
8,metadata,85,Medication Patient Summary,CHEMO_THERAPY,,STRING,History of Chemotherapy,History of Chemotherapy (Patient Level),,,,,,,,,,,,,,,,
8,metadata,86,Medication Patient Summary,HORMONE_THERAPY,,STRING,History of Hormone,History of Hormone (Patient Level),,,,,,,,,,,,,,,,
8,metadata,87,Medication Patient Summary,IMMUNO_THERAPY,,STRING,History of Immunotherapy,History of Immunotherapy (Patient Level),,,,,,,,,,,,,,,,
8,metadata,88,Medication Patient Summary,OTHER_THERAPY,,STRING,History of Other Therapy,History of Other Therapy (Patient Level),,,,,,,,,,,,,,,,
8,metadata,89,Medication Patient Summary,TARGETED_THERAPY,,STRING,History of Targeted Therapy,History of Targeted Therapy (Patient Level),,,,,,,,,,,,,,,,
8,metadata,90,Medication Patient Summary,HISTORY_OF_RT,,STRING,History of Radiation Therapy,History of Radiation Therapy (Patient Level),,,,,,,,,,,,,,,,
8,metadata,91,Medication Sample Summary,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
8,metadata,92,Medication Sample Summary,PRE_TREAT_MEDS,,STRING,Prior Treatment (Medication),Computes if first medication date for patient is prior to DATE_OF_PROCEDURE_SURGICAL_EST,,,,,,,,,,,,,,,,
8,metadata,93,Medication Sample Summary,PRE_TREAT_RT,,STRING,Prior Treatment (Radiation),Computes if first radiation date for patient is prior to DATE_OF_PROCEDURE_SURGICAL_EST,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,
9,metadata,1,Comorbidities,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
9,metadata,2,Comorbidities,CC_VISIT_DTE,,STRING,Comorbidity Visit Date (O) / Admit Date (I/E).,Identical to the date of visit (Cadence) or date of admission (SMS).,date_mdy,y,,,,,,,,,,,,,,
9,metadata,3,Comorbidities,CC_CLSF_CD,,STRING,Comorbidit Billing Code,Billing code associated with the comorbidity,,,,,,,,,,,,,,,,
9,metadata,4,Comorbidity Index Score,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
9,metadata,5,Comorbidity Index Score,CCI_ANY_MALIGNANCY,,STRING,CCI - Any Malignancy,Charlson Comorbidity Index score contribution for any malignancy,,,,,,,,,,,,,,,,
9,metadata,6,Comorbidity Index Score,CCI_CEREBROVASCULAR_DISEASE,,STRING,CCI - Cerebrovascular Disease,Charlson Comorbidity Index score contribution for Cerebrovascular Disease,,,,,,,,,,,,,,,,
9,metadata,7,Comorbidity Index Score,CCI_CHRONIC_PULMONARY_DISEASE,,STRING,CCI - Chronic Pulmonary Disease,Charlson Comorbidity Index score contribution for Chronic Pulmonary Disease,,,,,,,,,,,,,,,,
